issn,issn_norm,title,title_norm,publisher,imprint,model,usd,eur,gbp,source
2057-3804,20573804,Cardio-Oncology,cardio oncology,Springer Nature,BioMed Central,fully_oa,2890,2490,2090,2026 Springer Nature fully open access journals.pdf
1475-2840,14752840,Cardiovascular Diabetology,cardiovascular diabetology,Springer Nature,BioMed Central,fully_oa,4490,3990,3390,2026 Springer Nature fully open access journals.pdf
3059-4057,30594057,Cardiovascular Diabetology – Endocrinology Reports,cardiovascular diabetology endocrinology reports,Springer Nature,BioMed Central,fully_oa,2290,1990,1690,2026 Springer Nature fully open access journals.pdf
1476-7120,14767120,Cardiovascular Ultrasound,cardiovascular ultrasound,Springer Nature,BioMed Central,fully_oa,2990,2490,2090,2026 Springer Nature fully open access journals.pdf
3059-2801,30592801,Catal,catal,Springer Nature,Springer,fully_oa,1890,1590,1390,2026 Springer Nature fully open access journals.pdf
2045-3701,20453701,Cell & Bioscience,cell bioscience,Springer Nature,BioMed Central,fully_oa,2990,2590,2190,2026 Springer Nature fully open access journals.pdf
1573-6822,15736822,Cell Biology and Toxicology,cell biology toxicology,Springer Nature,Springer,fully_oa,4390,3490,2890,2026 Springer Nature fully open access journals.pdf
1478-811X,1478811X,Cell Communication and Signaling,cell communication signaling,Springer Nature,BioMed Central,fully_oa,3490,2990,2590,2026 Springer Nature fully open access journals.pdf
2041-4889,20414889,Cell Death & Disease,cell death disease,Springer Nature,Springer Nature,fully_oa,5250,4190,3550,2026 Springer Nature fully open access journals.pdf
2058-7716,20587716,Cell Death Discovery,cell death discovery,Springer Nature,Springer Nature,fully_oa,2790,2490,2290,2026 Springer Nature fully open access journals.pdf
2056-5968,20565968,Cell Discovery,cell discovery,Springer Nature,Springer Nature,fully_oa,3690,3090,2690,2026 Springer Nature fully open access journals.pdf
1747-1028,17471028,Cell Division,cell division,Springer Nature,BioMed Central,fully_oa,3190,2690,2390,2026 Springer Nature fully open access journals.pdf
2045-9769,20459769,Cell Regeneration,cell regeneration,Springer Nature,Springer,fully_oa,2680,2260,1955,2026 Springer Nature fully open access journals.pdf
3091-3837,30913837,"Cell Signaling, Inflammation and Disease",cell signaling inflammation disease,Springer Nature,Springer Nature,fully_oa,1990,1690,1490,2026 Springer Nature fully open access journals.pdf
1689-1392,16891392,Cellular & Molecular Biology Letters,cellular molecular biology letters,Springer Nature,BioMed Central,fully_oa,2990,2590,2390,2026 Springer Nature fully open access journals.pdf
1420-9071,14209071,Cellular and Molecular Life Sciences,cellular molecular life sciences,Springer Nature,Springer,fully_oa,4390,3390,2890,2026 Springer Nature fully open access journals.pdf
1573-6830,15736830,Cellular and Molecular Neurobiology,cellular molecular neurobiology,Springer Nature,Springer,fully_oa,4890,3790,3090,2026 Springer Nature fully open access journals.pdf
2211-3436,22113436,Cellular Oncology,cellular oncology,Springer Nature,Springer,fully_oa,4390,3390,2790,2026 Springer Nature fully open access journals.pdf
2196-5641,21965641,Chemical and Biological Technologies in Agriculture,chemical biological technologies agriculture,Springer Nature,BioMed Central,fully_oa,2790,2390,2190,2026 Springer Nature fully open access journals.pdf
1753-2000,17532000,Child and Adolescent Psychiatry and Mental Health,child adolescent psychiatry mental health,Springer Nature,BioMed Central,fully_oa,3290,2790,2490,2026 Springer Nature fully open access journals.pdf
1749-8546,17498546,Chinese Medicine,chinese medicine,Springer Nature,BioMed Central,fully_oa,3090,2590,2290,2026 Springer Nature fully open access journals.pdf
2057-4967,20574967,Chinese Neurosurgical Journal,chinese neurosurgical journal,Springer Nature,BioMed Central,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
2045-709X,2045709X,Chiropractic & Manual Therapies,chiropractic manual therapies,Springer Nature,BioMed Central,fully_oa,2390,2090,1770,2026 Springer Nature fully open access journals.pdf
2435-7936,24357936,City and Built Environment,city built environment,Springer Nature,Springer,fully_oa,1390,1140,940,2026 Springer Nature fully open access journals.pdf
2195-2701,21952701,"City, Territory and Architecture",city territory architecture,Springer Nature,Springer,fully_oa,1090,890,790,2026 Springer Nature fully open access journals.pdf
3059-295X,3059295X,Clean Oceans,clean oceans,Springer Nature,BioMed Central,fully_oa,1990,1690,1490,2026 Springer Nature fully open access journals.pdf
3091-2865,30912865,Clean Planet,clean planet,Springer Nature,Springer,fully_oa,2190,1890,1590,2026 Springer Nature fully open access journals.pdf
1591-9528,15919528,Clinical and Experimental Medicine,clinical experimental medicine,Springer Nature,Springer,fully_oa,4990,3690,3090,2026 Springer Nature fully open access journals.pdf
2791-3937,27913937,Clinical Cancer Bulletin,clinical cancer bulletin,Springer Nature,Springer,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
1868-7083,18687083,Clinical Epigenetics,clinical epigenetics,Springer Nature,BioMed Central,fully_oa,3890,3190,2790,2026 Springer Nature fully open access journals.pdf
2199-1197,21991197,Clinical Phytoscience,clinical phytoscience,Springer Nature,Springer,fully_oa,1990,1590,1390,2026 Springer Nature fully open access journals.pdf
1559-0275,15590275,Clinical Proteomics,clinical proteomics,Springer Nature,BioMed Central,fully_oa,2690,2290,1950,2026 Springer Nature fully open access journals.pdf
1866-9964,18669964,Cognitive Computation,cognitive computation,Springer Nature,Springer,fully_oa,3090,2490,2190,2026 Springer Nature fully open access journals.pdf
2365-7464,23657464,Cognitive Research: Principles and Implications,cognitive research principles implications,Springer Nature,Springer,fully_oa,1990,1590,1290,2026 Springer Nature fully open access journals.pdf
2731-6998,27316998,Collagen and Leather,collagen leather,Springer Nature,Springer,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
3059-2011,30592011,Communication and Change,communication change,Springer Nature,Springer,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
3091-292X,3091292X,Communications AI & Computing,communications ai computing,Springer Nature,Nature Portfolio,fully_oa,2290,1990,1690,2026 Springer Nature fully open access journals.pdf
2399-3642,23993642,Communications Biology,communications biology,Springer Nature,Nature Portfolio,fully_oa,4390,3650,3250,2026 Springer Nature fully open access journals.pdf
2399-3669,23993669,Communications Chemistry,communications chemistry,Springer Nature,Nature Portfolio,fully_oa,3890,3290,2850,2026 Springer Nature fully open access journals.pdf
2662-4435,26624435,Communications Earth & Environment,communications earth environment,Springer Nature,Nature Portfolio,fully_oa,3690,3190,2890,2026 Springer Nature fully open access journals.pdf
2731-3395,27313395,Communications Engineering,communications engineering,Springer Nature,Nature Portfolio,fully_oa,2290,1990,1650,2026 Springer Nature fully open access journals.pdf
2662-4443,26624443,Communications Materials,communications materials,Springer Nature,Nature Portfolio,fully_oa,3790,3190,2790,2026 Springer Nature fully open access journals.pdf
2730-664X,2730664X,Communications Medicine,communications medicine,Springer Nature,Nature Portfolio,fully_oa,3890,3290,2850,2026 Springer Nature fully open access journals.pdf
2399-3650,23993650,Communications Physics,communications physics,Springer Nature,Nature Portfolio,fully_oa,4190,3590,3150,2026 Springer Nature fully open access journals.pdf
2731-9121,27319121,Communications Psychology,communications psychology,Springer Nature,Nature Portfolio,fully_oa,2190,1790,1450,2026 Springer Nature fully open access journals.pdf
3059-4308,30594308,Communications Sustainability,communications sustainability,Springer Nature,Nature Portfolio,fully_oa,2590,2190,1890,2026 Springer Nature fully open access journals.pdf
3059-3255,30593255,Companion Animal Health and Genetics,companion animal health genetics,Springer Nature,BioMed Central,fully_oa,1990,1690,1490,2026 Springer Nature fully open access journals.pdf
2214-594X,2214594X,Comparative Migration Studies,comparative migration studies,Springer Nature,Springer,fully_oa,1490,1240,1040,2026 Springer Nature fully open access journals.pdf
2198-6053,21986053,Complex & Intelligent Systems,complex intelligent systems,Springer Nature,Springer,fully_oa,2590,2190,1890,2026 Springer Nature fully open access journals.pdf
2948-1597,29481597,Computational Science and Engineering,computational science engineering,Springer Nature,Springer,fully_oa,1690,1340,1140,2026 Springer Nature fully open access journals.pdf
2730-6852,27306852,Computational Urban Science,computational urban science,Springer Nature,Springer,fully_oa,1790,1490,1240,2026 Springer Nature fully open access journals.pdf
2510-2044,25102044,Computing and Software for Big Science,computing software big science,Springer Nature,Springer,fully_oa,3790,2890,2490,2026 Springer Nature fully open access journals.pdf
1752-1505,17521505,Conflict and Health,conflict health,Springer Nature,BioMed Central,fully_oa,3390,2890,2590,2026 Springer Nature fully open access journals.pdf
2055-7426,20557426,Contraception and Reproductive Medicine,contraception reproductive medicine,Springer Nature,BioMed Central,fully_oa,2290,1990,1790,2026 Springer Nature fully open access journals.pdf
1478-7547,14787547,Cost Effectiveness and Resource Allocation,cost effectiveness resource allocation,Springer Nature,BioMed Central,fully_oa,2890,2490,2190,2026 Springer Nature fully open access journals.pdf
2193-7680,21937680,Crime Science,crime science,Springer Nature,Springer,fully_oa,1890,1390,1190,2026 Springer Nature fully open access journals.pdf
1364-8535,13648535,Critical Care,critical care,Springer Nature,BioMed Central,fully_oa,4390,3590,3090,2026 Springer Nature fully open access journals.pdf
2948-1988,29481988,Critical Care: Sepsis and Severe Infection,critical care sepsis severe infection,Springer Nature,Springer Nature,fully_oa,2390,1990,1690,2026 Springer Nature fully open access journals.pdf
2948-1945,29481945,Crop Health,crop health,Springer Nature,Springer,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
3059-202X,3059202X,Cureus Journal of Business and Economics,cureus journal business economics,Springer Nature,Springer Nature,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
3005-1487,30051487,Cureus Journal of Computer Science,cureus journal computer science,Springer Nature,Springer Nature,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
3005-1479,30051479,Cureus Journal of Engineering,cureus journal engineering,Springer Nature,Springer Nature,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
2520-8934,25208934,CVIR Endovascular,cvir endovascular,Springer Nature,Springer,fully_oa,2690,2290,1990,2026 Springer Nature fully open access journals.pdf
3059-2003,30592003,CVIR Oncology,cvir oncology,Springer Nature,Springer,fully_oa,2090,1790,1590,2026 Springer Nature fully open access journals.pdf
2523-3246,25233246,Cybersecurity,cybersecurity,Springer Nature,Springer,fully_oa,1485,1190,1060,2026 Springer Nature fully open access journals.pdf
3005-0707,30050707,Dairy Science and Management,dairy science management,Springer Nature,BioMed Central,fully_oa,1990,1690,1490,2026 Springer Nature fully open access journals.pdf
2364-1541,23641541,Data Science and Engineering,data science engineering,Springer Nature,Springer,fully_oa,1390,1140,940,2026 Springer Nature fully open access journals.pdf
2190-9172,21909172,Dermatology and Therapy,dermatology therapy,Springer Nature,Adis,fully_oa,7675,5950,5120,2026 Springer Nature fully open access journals.pdf
1869-6961,18696961,Diabetes Therapy,diabetes therapy,Springer Nature,Adis,fully_oa,7675,5950,5120,2026 Springer Nature fully open access journals.pdf
1758-5996,17585996,Diabetology & Metabolic Syndrome,diabetology metabolic syndrome,Springer Nature,BioMed Central,fully_oa,2990,2590,2290,2026 Springer Nature fully open access journals.pdf
2397-7523,23977523,Diagnostic and Prognostic Research,diagnostic prognostic research,Springer Nature,BioMed Central,fully_oa,2890,2390,2090,2026 Springer Nature fully open access journals.pdf
1746-1596,17461596,Diagnostic Pathology,diagnostic pathology,Springer Nature,BioMed Central,fully_oa,3090,2690,2290,2026 Springer Nature fully open access journals.pdf
1573-2568,15732568,Digestive Diseases and Sciences,digestive diseases sciences,Springer Nature,Springer,fully_oa,4590,3890,2990,2026 Springer Nature fully open access journals.pdf
2731-9423,27319423,Digital Economy and Sustainable Development,digital economy sustainable development,Springer Nature,Springer,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
2662-2300,26622300,plinary and Interdisciplinary Science Education Res,plinary interdisciplinary science education res,Springer Nature,earchSpringer,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
3091-4469,30914469,Discover Aging,discover aging,Springer Nature,Discover,fully_oa,,,,2026 Springer Nature fully open access journals.pdf
2731-9598,27319598,Discover Agriculture,discover agriculture,Springer Nature,Discover,fully_oa,2190,1890,1590,2026 Springer Nature fully open access journals.pdf
2731-8117,27318117,Discover Analytics,discover analytics,Springer Nature,Discover,fully_oa,2190,1890,1590,2026 Springer Nature fully open access journals.pdf
3004-894X,3004894X,Discover Animals,discover animals,Springer Nature,Discover,fully_oa,2190,1890,1590,2026 Springer Nature fully open access journals.pdf
3004-9261,30049261,Discover Applied Sciences,discover applied sciences,Springer Nature,Discover,fully_oa,1990,1690,1390,2026 Springer Nature fully open access journals.pdf
2731-0809,27310809,Discover Artificial Intelligence,discover artificial intelligence,Springer Nature,Discover,fully_oa,1690,1390,1190,2026 Springer Nature fully open access journals.pdf
